ID,SEASON,TEAM_ID_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
178,2019,1610612758,0.5379999999999999,0.727,0.485,26.0,39.0,1610612740,0.573,0.7390000000000001,0.41200000000000003,31.0,30.0,1
179,2019,1610612749,0.526,0.868,0.405,27.0,44.0,1610612748,0.42200000000000004,0.9259999999999999,0.457,28.0,39.0,1
180,2019,1610612756,0.467,0.95,0.265,27.0,53.0,1610612754,0.435,0.789,0.345,20.0,38.0,1
181,2019,1610612742,0.44799999999999995,0.762,0.354,24.0,37.0,1610612746,0.5429999999999999,0.8,0.452,22.0,45.0,0
182,2019,1610612743,0.524,0.765,0.5,30.0,44.0,1610612757,0.467,0.8,0.59,30.0,39.0,0
183,2019,1610612745,0.429,0.87,0.368,26.0,34.0,1610612747,0.455,0.6940000000000001,0.105,18.0,48.0,1
184,2019,1610612762,0.452,0.909,0.4,25.0,46.0,1610612763,0.473,0.72,0.379,21.0,41.0,1
185,2019,1610612764,0.424,0.792,0.33299999999999996,17.0,48.0,1610612755,0.46299999999999997,0.69,0.379,27.0,41.0,0
186,2019,1610612759,0.495,0.852,0.36700000000000005,29.0,35.0,1610612743,0.5489999999999999,0.857,0.389,31.0,46.0,0
187,2019,1610612747,0.35200000000000004,0.655,0.135,17.0,46.0,1610612760,0.43,0.889,0.20800000000000002,17.0,52.0,0
188,2019,1610612753,0.402,0.6920000000000001,0.268,26.0,43.0,1610612761,0.48700000000000004,0.7,0.364,25.0,44.0,0
189,2019,1610612738,0.568,0.8290000000000001,0.513,29.0,43.0,1610612751,0.474,0.81,0.25,23.0,34.0,1
190,2019,1610612749,0.47700000000000004,0.652,0.33299999999999996,28.0,54.0,1610612751,0.41700000000000004,0.75,0.368,30.0,42.0,0
191,2019,1610612758,0.413,0.667,0.37200000000000005,26.0,47.0,1610612742,0.36700000000000005,0.78,0.22,22.0,61.0,0
192,2019,1610612746,0.494,0.852,0.276,21.0,48.0,1610612756,0.469,0.7140000000000001,0.531,25.0,44.0,0
193,2019,1610612754,0.5479999999999999,0.789,0.39399999999999996,29.0,32.0,1610612753,0.47600000000000003,0.826,0.353,21.0,43.0,1
194,2019,1610612748,0.442,0.7440000000000001,0.349,22.0,42.0,1610612738,0.435,0.815,0.303,15.0,45.0,1
195,2019,1610612757,0.41100000000000003,0.69,0.387,18.0,64.0,1610612745,0.391,0.625,0.358,24.0,39.0,1
196,2019,1610612748,0.425,0.938,0.311,29.0,41.0,1610612761,0.433,0.917,0.5,19.0,39.0,0
197,2019,1610612760,0.425,0.774,0.41700000000000004,20.0,42.0,1610612743,0.483,0.769,0.28,23.0,46.0,0
198,2019,1610612764,0.436,0.5379999999999999,0.36700000000000005,30.0,45.0,1610612754,0.478,1.0,0.26899999999999996,20.0,45.0,0
199,2019,1610612740,0.451,0.615,0.379,25.0,49.0,1610612763,0.39799999999999996,0.867,0.27899999999999997,25.0,43.0,1
200,2019,1610612755,0.529,0.867,0.452,26.0,35.0,1610612759,0.495,0.897,0.462,21.0,44.0,1
201,2019,1610612762,0.446,0.88,0.27899999999999997,25.0,42.0,1610612747,0.5,0.8059999999999999,0.34600000000000003,23.0,38.0,0
202,2019,1610612751,0.42200000000000004,0.838,0.33299999999999996,23.0,48.0,1610612764,0.455,0.778,0.29,26.0,46.0,1
